@relation 'all_data_pacman-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C20-L5-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,20-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.AddExpression-Ea4 + a5 + a6 + a7-NNumber legal actions-weka.filters.unsupervised.attribute.NumericToNominal-R23-weka.filters.unsupervised.attribute.NumericToNominal-R4,5,6,7-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceLegal action North-R4-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceLegal action South-R5-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceLegal action East-R6-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceLegal action West-R7-weka.filters.unsupervised.attribute.AddExpression-Ea16 + a17 + a18 + a19-NTotal distance to ghosts-weka.filters.unsupervised.attribute.AddExpression-Eifelse(a21 > 620, 1, 0)-NHigh score-weka.filters.unsupervised.attribute.NumericToNominal-R25-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,20-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,21-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,24,20,21,22,23,25-weka.filters.unsupervised.attribute.Remove-R21-22-weka.filters.unsupervised.attribute.Remove-R21'

@attribute Tick numeric
@attribute 'Pacman position X' numeric
@attribute 'Pacman position Y' numeric
@attribute 'Legal action North' {0,1}
@attribute 'Legal action South' {0,1}
@attribute 'Legal action East' {0,1}
@attribute 'Legal action West' {0,1}
@attribute 'Ghosts position 1 X' numeric
@attribute 'Ghosts position 1 Y' numeric
@attribute 'Ghosts position 2 X' numeric
@attribute 'Ghosts position 2 Y' numeric
@attribute 'Ghosts position 3 X' numeric
@attribute 'Ghosts position 3 Y' numeric
@attribute 'Ghosts position 4 X' numeric
@attribute 'Ghosts position 4 Y' numeric
@attribute 'Distance to ghost 1' numeric
@attribute 'Distance to ghost 2' numeric
@attribute 'Distance to ghost 3' numeric
@attribute 'Distance to ghost 4' numeric
@attribute 'Current score' numeric
@attribute 'High score' {0,1}
@attribute 'Pacman direction' {North,South,East,West,Stop}

@data
58,21,4,0,1,1,1,6,9,9,4,19,5,7,1,20,12,3,?,143,0,West
59,21,3,1,0,1,1,6,10,10,4,19,4,7,1,22,12,3,?,142,0,South
60,21,3,1,0,1,1,6,9,11,4,18,4,7,1,21,11,4,?,141,0,South
61,20,3,1,0,1,1,6,10,11,4,18,3,7,1,21,10,2,?,140,0,West
62,20,4,1,1,1,1,6,9,11,5,18,4,7,1,19,10,2,?,139,0,North
63,19,4,1,1,1,1,6,8,11,4,5,1,7,1,17,8,?,?,338,0,West
64,18,4,1,1,1,1,6,7,11,3,5,1,7,1,15,8,?,?,337,0,West
65,17,4,1,1,1,1,6,6,10,3,5,1,7,1,13,8,?,?,336,0,West
66,16,4,0,1,1,1,6,6,10,4,5,1,7,1,12,6,?,?,335,0,West
67,16,3,1,0,1,1,5,6,10,3,5,1,7,1,14,6,?,?,334,0,South
68,15,3,1,0,1,1,5,5,10,3,5,1,7,1,12,5,?,?,333,0,West
69,15,4,0,1,1,1,5,4,10,4,5,1,7,1,10,5,?,?,332,0,North
70,14,4,1,1,1,1,5,5,11,4,5,1,7,1,10,3,?,?,331,0,West
71,13,4,1,1,1,0,5,6,11,4,5,1,7,1,10,2,?,?,330,0,West
72,13,4,1,1,1,0,4,6,10,4,5,1,7,1,11,3,?,?,329,0,West
73,13,5,1,1,1,0,4,5,10,4,5,1,7,1,9,4,?,?,328,0,North
74,13,6,1,1,1,0,4,6,10,5,5,1,7,1,9,4,?,?,327,0,North
75,13,7,1,1,1,0,4,7,11,5,5,1,7,1,9,4,?,?,326,0,North
76,13,8,1,1,1,0,3,7,11,6,5,1,7,1,11,4,?,?,325,0,North
77,13,9,1,1,1,0,3,7,11,6,5,1,7,1,12,5,?,?,324,0,North
78,13,10,1,1,1,0,3,8,11,6,5,1,7,1,12,6,?,?,323,0,North
79,13,11,1,1,1,0,3,8,11,6,5,1,7,1,13,7,?,?,322,0,North
80,13,12,0,1,1,1,4,8,11,5,5,1,7,1,13,9,?,?,321,0,North
81,13,12,0,1,1,1,4,9,11,6,5,1,7,1,12,8,?,?,320,0,North
82,12,12,0,0,1,1,4,9,11,7,5,1,7,1,11,6,?,?,319,0,West
83,11,12,0,1,1,1,4,9,11,8,5,1,7,1,10,4,?,?,318,0,West
84,11,11,1,1,0,1,4,10,11,7,5,1,7,1,8,4,?,?,317,0,South
85,11,10,1,1,0,1,5,10,11,8,5,1,7,1,6,2,?,?,316,0,South
86,11,9,1,1,0,1,5,10,11,8,5,1,7,1,7,1,?,?,315,0,South
87,11,8,1,1,0,1,5,10,3,1,5,1,7,1,8,?,?,?,514,0,South
88,11,7,1,1,0,1,5,10,3,1,5,1,7,1,9,?,?,?,513,0,South
89,11,6,1,1,0,1,5,10,3,1,5,1,7,1,10,?,?,?,512,0,South
90,10,6,1,1,1,1,6,10,3,1,5,1,7,1,8,?,?,?,511,0,West
91,9,6,1,1,1,1,6,9,3,1,5,1,7,1,6,?,?,?,510,0,West
92,8,6,1,1,1,1,5,9,3,1,5,1,7,1,6,?,?,?,509,0,West
93,7,6,0,0,1,1,5,9,3,1,5,1,7,1,5,?,?,?,508,0,West
94,6,6,1,0,1,1,5,10,3,1,5,1,7,1,5,?,?,?,507,0,West
95,6,7,1,1,0,1,4,10,3,1,5,1,7,1,5,?,?,?,506,0,North
96,6,8,1,1,0,1,3,10,3,1,5,1,7,1,5,?,?,?,505,0,North
97,6,9,1,1,0,1,4,10,3,1,5,1,7,1,3,?,?,?,504,0,North
4,2,18,0,0,1,1,4,10,10,3,18,5,25,14,10,23,29,26,-3,0,East
5,3,18,0,0,1,1,4,9,10,3,17,5,24,14,10,22,27,26,-4,0,East
6,4,18,0,0,1,1,4,9,9,3,17,6,25,14,9,20,25,26,-5,0,East
7,3,18,0,0,1,1,5,9,9,3,17,6,25,13,11,21,26,27,-6,0,West
8,2,18,0,0,1,1,5,10,9,4,16,6,25,13,11,21,26,28,-7,0,West
9,1,18,0,1,1,0,5,9,10,4,17,6,25,13,13,23,28,29,-8,0,West
10,1,17,1,1,0,0,4,9,11,4,16,6,25,13,11,23,26,28,-9,0,South
11,1,16,1,1,1,0,5,9,11,3,16,6,25,13,11,23,25,27,-10,0,South
12,1,15,1,1,1,0,4,9,11,3,15,6,25,13,9,22,23,25,-11,0,South
13,1,14,1,1,1,0,4,8,10,3,14,6,25,14,9,20,21,23,-12,0,South
14,1,13,1,1,0,0,4,8,10,3,14,7,24,14,8,19,19,25,-13,0,South
15,1,12,1,1,1,0,4,9,11,3,13,7,24,15,6,19,17,27,-14,0,South
16,1,11,1,1,0,0,5,9,10,3,13,6,25,15,6,17,17,27,-15,0,South
17,1,10,1,1,0,0,5,8,10,4,14,6,25,14,6,15,17,28,-16,0,South
18,1,9,1,1,0,0,6,8,10,5,14,5,25,14,6,13,17,30,-17,0,South
19,1,8,1,1,0,0,6,8,10,6,14,6,25,15,5,11,15,30,-18,0,South
20,1,7,1,1,0,0,6,7,9,6,13,6,25,14,5,9,13,30,-19,0,South
21,1,6,1,1,1,0,6,6,9,5,13,6,25,13,5,9,12,31,-20,0,South
22,2,6,0,1,1,1,7,6,8,5,13,7,25,13,5,7,12,31,-21,0,East
23,3,6,1,1,1,1,6,6,8,5,13,8,25,14,3,6,12,30,-22,0,East
24,4,6,1,1,1,1,6,6,8,5,13,8,25,14,2,5,11,30,-23,0,East
25,5,6,1,1,1,1,7,6,8,4,14,8,25,15,2,5,11,30,-24,0,East
26,6,6,1,0,1,1,7,6,8,4,14,8,25,16,1,4,10,28,-25,0,East
27,7,6,0,0,1,1,1,1,8,3,14,7,25,15,?,4,8,27,174,0,East
28,8,6,1,1,1,1,1,1,8,4,14,6,25,15,?,2,6,27,173,0,East
29,8,5,1,1,1,0,1,1,8,3,14,7,25,16,?,2,8,27,172,0,South
30,8,4,1,1,1,0,1,1,9,3,14,7,25,15,?,2,9,27,171,0,South
31,8,5,1,1,1,0,1,1,10,3,14,8,25,14,?,4,9,27,170,0,North
32,8,6,1,1,1,1,1,1,10,4,14,7,25,15,?,4,7,25,169,0,North
33,9,6,1,1,1,1,1,1,10,4,13,7,25,14,?,3,5,23,168,0,East
34,9,5,1,1,1,1,1,1,10,3,13,8,24,14,?,3,7,25,167,0,South
35,9,4,1,1,1,1,1,1,9,3,13,8,25,14,?,1,8,25,166,0,South
36,10,4,1,1,1,1,1,1,9,4,13,8,25,13,?,1,7,25,165,0,East
37,11,4,1,1,0,1,1,1,10,4,13,8,25,14,?,1,6,25,164,0,East
38,11,4,1,1,0,1,1,1,3,1,13,7,25,15,?,?,5,24,363,0,East
39,10,4,1,1,1,1,1,1,3,1,13,7,25,14,?,?,6,24,362,0,West
40,10,5,1,1,1,1,1,1,3,1,13,7,25,13,?,?,5,24,361,0,North
41,10,6,1,1,1,1,1,1,3,1,13,8,25,14,?,?,5,22,360,0,North
42,10,7,1,1,1,1,1,1,3,1,14,8,25,13,?,?,5,22,359,0,North
43,10,8,1,1,1,1,1,1,3,1,13,8,25,14,?,?,3,22,358,0,North
44,10,9,1,1,1,1,1,1,3,1,14,8,25,15,?,?,5,20,357,0,North
45,10,10,1,1,1,1,1,1,3,1,13,8,24,15,?,?,5,19,356,0,North
46,10,11,1,1,1,1,1,1,3,1,13,7,24,15,?,?,7,17,355,0,North
47,10,12,1,1,1,1,1,1,3,1,13,8,23,15,?,?,7,17,354,0,North
48,11,12,0,1,1,1,1,1,3,1,13,8,24,15,?,?,6,17,353,0,East
49,12,12,0,0,1,1,1,1,3,1,13,8,25,15,?,?,5,16,352,0,East
50,13,12,0,1,1,1,1,1,3,1,13,7,25,15,?,?,5,15,351,0,East
51,13,11,1,1,1,0,1,1,3,1,13,7,25,15,?,?,4,15,350,0,South
52,13,10,1,1,1,0,1,1,3,1,14,7,24,15,?,?,4,15,349,0,South
53,13,9,1,1,1,0,1,1,3,1,14,8,23,15,?,?,2,17,348,0,South
54,13,8,1,1,1,0,1,1,3,1,14,7,23,16,?,?,2,19,347,0,South
55,14,8,1,1,1,1,1,1,3,1,14,6,24,16,?,?,2,17,346,0,East
56,14,7,1,1,0,1,1,1,3,1,14,6,24,15,?,?,1,19,345,0,South
57,14,6,1,1,1,1,1,1,3,1,5,1,25,15,?,?,?,19,544,0,South
58,14,5,1,1,0,1,1,1,3,1,5,1,25,14,?,?,?,19,543,0,South
59,14,6,1,1,1,1,1,1,3,1,5,1,25,13,?,?,?,18,542,0,North
60,14,7,1,1,0,1,1,1,3,1,5,1,25,13,?,?,?,18,541,0,North
61,14,8,1,1,1,1,1,1,3,1,5,1,25,14,?,?,?,16,540,0,North
62,14,9,1,1,0,1,1,1,3,1,5,1,25,13,?,?,?,15,539,0,North
63,14,10,1,1,1,1,1,1,3,1,5,1,25,13,?,?,?,15,538,0,North
64,15,10,1,0,1,1,1,1,3,1,5,1,25,14,?,?,?,15,537,0,East
65,16,10,1,0,1,1,1,1,3,1,5,1,25,15,?,?,?,13,536,0,East
66,16,11,1,1,1,1,1,1,3,1,5,1,24,15,?,?,?,13,535,0,North
67,16,12,0,1,1,1,1,1,3,1,5,1,25,15,?,?,?,11,534,0,North
68,17,12,1,1,1,1,1,1,3,1,5,1,24,15,?,?,?,11,533,0,East
69,17,13,1,1,1,0,1,1,3,1,5,1,25,15,?,?,?,9,532,0,North
70,17,14,1,1,1,1,1,1,3,1,5,1,25,14,?,?,?,9,531,0,North
71,18,14,0,1,1,1,1,1,3,1,5,1,25,15,?,?,?,7,530,0,East
72,19,14,0,1,1,1,1,1,3,1,5,1,25,14,?,?,?,7,529,0,East
73,20,14,1,1,0,1,1,1,3,1,5,1,25,15,?,?,?,5,528,0,East
74,20,15,1,1,1,0,1,1,3,1,5,1,24,15,?,?,?,5,527,0,North
75,21,15,1,0,1,1,1,1,3,1,5,1,25,15,?,?,?,4,526,0,East
76,22,15,1,1,1,1,1,1,3,1,5,1,25,15,?,?,?,3,525,0,East
77,23,15,1,1,1,1,1,1,3,1,5,1,25,15,?,?,?,2,524,0,East
78,24,15,1,1,1,1,1,1,3,1,5,1,25,15,?,?,?,2,523,0,East
79,25,15,1,1,0,1,1,1,3,1,5,1,25,16,?,?,?,2,522,0,East
80,25,15,1,1,0,1,1,1,3,1,5,1,24,16,?,?,?,1,521,0,East
81,25,14,1,1,0,1,1,1,3,1,5,1,25,16,?,?,?,3,520,0,South
82,25,13,1,0,0,0,1,1,3,1,5,1,24,16,?,?,?,5,519,0,South
83,25,14,1,1,0,1,1,1,3,1,5,1,23,16,?,?,?,4,518,0,North
84,25,15,1,1,0,1,1,1,3,1,5,1,23,16,?,?,?,4,517,0,North
85,25,16,1,1,0,1,1,1,3,1,5,1,22,16,?,?,?,3,516,0,North
86,25,17,1,1,0,0,1,1,3,1,5,1,22,16,?,?,?,3,515,0,North
87,25,16,1,1,0,1,1,1,3,1,5,1,23,16,?,?,?,3,514,0,South
88,25,15,1,1,0,1,1,1,3,1,5,1,23,15,?,?,?,3,513,0,South
89,25,14,1,1,0,1,1,1,3,1,5,1,22,15,?,?,?,5,512,0,South
90,25,13,1,0,0,0,1,1,3,1,5,1,21,15,?,?,?,7,511,0,South
91,25,14,1,1,0,1,1,1,3,1,5,1,20,15,?,?,?,7,510,0,North
92,25,15,1,1,0,1,1,1,3,1,5,1,20,16,?,?,?,6,509,0,North
93,24,15,1,1,1,1,1,1,3,1,5,1,20,16,?,?,?,5,508,0,West
94,23,15,1,1,1,1,1,1,3,1,5,1,20,16,?,?,?,3,507,0,West
3,10,12,1,1,1,1,1,13,3,6,8,9,12,4,10,13,5,11,-2,0,East
4,11,12,1,1,1,1,2,13,4,6,9,9,12,3,10,13,5,11,-3,0,East
5,11,11,1,1,1,1,3,13,4,6,10,9,13,3,10,12,3,9,-4,0,South
6,10,11,1,1,1,1,2,13,3,6,9,9,12,3,10,12,3,9,-5,0,West
7,9,11,1,0,1,1,2,13,4,6,10,9,11,3,9,10,3,9,-6,0,West
8,8,11,1,0,1,1,1,13,3,6,11,9,11,4,9,10,5,9,-7,0,West
9,9,11,1,0,1,1,1,14,3,6,10,9,11,5,11,11,3,9,-8,0,East
10,10,11,1,1,1,1,1,14,3,6,10,8,12,5,12,12,3,8,-9,0,East
11,10,10,1,1,1,0,2,14,3,6,10,8,12,5,12,11,2,6,-10,0,South
12,10,9,1,1,1,1,2,13,4,6,10,8,11,5,12,9,1,4,-11,0,South
13,10,8,1,1,1,1,2,13,4,5,5,1,10,5,13,9,?,4,188,0,South
14,10,7,1,1,1,0,2,13,4,6,5,1,10,4,14,7,?,2,187,0,South
15,10,6,1,1,1,0,1,13,3,6,5,1,10,5,16,7,?,2,186,0,South
16,10,5,1,1,1,0,1,13,4,6,5,1,10,4,17,7,?,1,185,0,South
17,10,4,1,0,1,0,1,13,4,5,5,1,7,1,18,7,?,?,384,0,South
18,10,5,1,1,1,0,1,14,4,5,5,1,7,1,18,6,?,?,383,0,North
19,10,4,1,0,1,0,2,14,4,4,5,1,7,1,18,6,?,?,382,0,South
20,10,5,1,1,1,0,3,14,4,3,5,1,7,1,16,8,?,?,381,0,North
21,10,4,1,0,1,0,2,14,4,4,5,1,7,1,18,6,?,?,380,0,South
22,10,5,1,1,1,0,3,14,4,4,5,1,7,1,16,7,?,?,379,0,North
23,10,6,1,1,1,0,4,14,3,4,5,1,7,1,14,9,?,?,378,0,North
24,10,7,1,1,1,0,4,14,2,4,5,1,7,1,13,11,?,?,377,0,North
25,10,8,1,1,1,1,5,14,2,5,5,1,7,1,11,11,?,?,376,0,North
26,9,8,1,0,1,1,4,14,2,6,5,1,7,1,11,9,?,?,375,0,West
27,8,8,1,1,1,1,5,14,2,5,5,1,7,1,9,9,?,?,374,0,West
28,7,8,1,1,1,1,6,14,2,6,5,1,7,1,7,7,?,?,373,0,West
29,7,7,1,1,1,1,6,14,3,6,5,1,7,1,8,5,?,?,372,0,South
30,7,6,1,0,1,1,7,14,2,6,5,1,7,1,8,5,?,?,371,0,South
31,6,6,1,1,1,1,7,14,2,6,5,1,7,1,9,4,?,?,370,0,West
32,5,6,1,1,1,1,8,14,3,6,5,1,7,1,11,2,?,?,369,0,West
33,4,6,0,1,1,1,7,14,2,6,5,1,7,1,11,2,?,?,368,0,West
34,3,6,0,1,1,1,6,14,1,6,5,1,7,1,11,2,?,?,367,0,West
35,2,6,0,1,1,1,7,14,3,1,5,1,7,1,13,?,?,?,566,0,West
36,2,5,1,1,1,1,7,14,3,1,5,1,7,1,14,?,?,?,565,0,South
37,2,4,1,1,1,1,7,14,3,1,5,1,7,1,15,?,?,?,564,0,South
38,2,3,1,0,1,1,8,14,3,1,5,1,7,1,17,?,?,?,563,0,South
39,3,3,1,0,1,1,7,14,3,1,5,1,7,1,15,?,?,?,562,0,East
40,4,3,1,0,1,1,6,14,3,1,5,1,7,1,13,?,?,?,561,0,East
41,4,4,1,1,1,1,7,14,3,1,5,1,7,1,13,?,?,?,560,0,North
42,4,5,1,1,1,1,8,14,3,1,5,1,7,1,13,?,?,?,559,0,North
43,4,6,0,1,1,1,8,13,3,1,5,1,7,1,11,?,?,?,558,0,North
44,5,6,1,1,1,1,9,13,3,1,5,1,7,1,11,?,?,?,557,0,East
45,6,6,1,1,1,1,9,12,3,1,5,1,7,1,9,?,?,?,556,0,East
46,6,7,1,1,1,1,9,12,3,1,5,1,7,1,8,?,?,?,555,0,North
47,7,7,1,1,1,1,9,12,3,1,5,1,7,1,7,?,?,?,554,0,East
48,7,8,1,1,1,1,9,11,3,1,5,1,7,1,5,?,?,?,553,0,North
49,8,8,1,1,1,1,9,11,3,1,5,1,7,1,4,?,?,?,552,0,East
50,9,8,1,0,1,1,8,11,3,1,5,1,7,1,4,?,?,?,551,0,East
51,10,8,1,1,1,1,8,11,3,1,5,1,7,1,5,?,?,?,550,0,East
52,10,9,1,1,1,1,9,11,3,1,5,1,7,1,3,?,?,?,549,0,North
3,10,12,1,1,1,1,1,13,3,6,7,8,13,3,10,13,7,12,-2,0,East
4,11,12,1,1,1,1,1,13,2,6,8,8,13,3,11,15,7,10,-3,0,East
5,12,12,1,1,1,1,1,14,2,6,7,8,13,4,13,16,9,8,-4,0,East
6,12,13,1,1,1,1,1,14,2,5,7,8,12,4,12,18,10,9,-5,0,North
7,12,14,0,1,1,1,2,14,2,4,8,8,12,4,10,20,10,11,-6,0,North
8,13,14,0,1,1,1,3,14,2,3,9,8,12,3,10,22,10,12,93,0,East
9,14,14,0,1,0,1,3,13,2,4,8,8,12,3,12,22,12,12,92,0,East
10,13,14,0,1,1,1,3,13,1,4,8,8,12,4,11,22,11,10,91,0,West
11,12,14,0,1,1,1,3,14,1,5,9,8,12,5,9,20,9,10,90,0,West
12,11,14,0,1,1,1,3,14,1,6,9,9,12,4,8,18,7,12,89,0,West
13,10,14,0,1,1,1,3,14,1,5,8,9,12,3,7,18,7,13,88,0,West
14,9,14,0,1,1,1,3,14,1,6,7,9,12,3,6,16,7,13,87,0,West
15,8,14,0,1,1,1,3,13,1,5,7,9,11,3,6,16,6,14,86,0,West
16,7,14,0,0,1,1,3,14,1,6,7,9,11,3,4,14,5,14,85,0,West
17,6,14,0,0,1,1,3,14,1,5,7,8,11,4,3,14,7,14,84,0,West
18,5,14,0,0,1,1,2,14,1,5,8,8,10,4,3,13,9,14,83,0,West
19,4,14,0,0,1,1,2,13,1,4,8,8,10,5,3,13,10,16,82,0,West
20,3,14,0,1,1,1,3,13,2,4,7,8,10,4,1,11,10,16,81,0,West
21,2,14,0,1,1,1,3,13,2,5,8,8,10,5,2,9,12,17,80,0,West
22,2,13,1,0,1,1,3,14,1,5,8,7,10,5,2,9,12,17,79,0,South
23,3,13,1,0,0,1,4,14,1,6,7,7,11,5,2,9,10,16,78,0,East
24,3,13,1,0,0,1,3,14,2,6,8,7,11,5,1,8,11,16,77,0,East
25,3,14,0,1,1,1,1,1,2,5,8,6,11,5,?,10,13,17,276,0,North
26,4,14,0,0,1,1,1,1,2,4,8,7,11,5,?,12,11,16,275,0,East
27,5,14,0,0,1,1,1,1,2,5,8,7,11,5,?,12,10,16,274,0,East
28,6,14,0,0,1,1,1,1,2,6,8,6,11,4,?,12,10,14,273,0,East
29,7,14,0,0,1,1,1,1,2,5,8,7,11,5,?,14,8,12,272,0,East
30,8,14,0,1,1,1,1,1,2,4,8,8,11,6,?,16,6,10,271,0,East
31,9,14,0,1,1,1,1,1,2,5,9,8,11,7,?,16,6,9,270,0,East
32,10,14,0,1,1,1,1,1,2,5,10,8,11,7,?,17,6,9,269,0,East
33,10,13,1,1,1,1,1,1,2,5,10,9,11,6,?,16,4,9,268,0,South
34,10,12,1,1,1,1,1,1,2,5,10,9,12,6,?,15,3,9,267,0,South
35,10,11,1,1,1,1,1,1,2,5,10,9,12,5,?,14,2,8,266,0,South
36,10,10,1,1,1,0,1,1,1,5,10,8,12,5,?,14,2,6,265,0,South
37,10,9,1,1,1,1,1,1,2,5,11,8,12,6,?,12,2,5,264,0,South
38,10,8,1,1,1,1,1,1,1,5,11,9,12,6,?,12,2,5,263,0,South
39,11,8,1,1,0,1,1,1,2,5,5,1,12,5,?,12,?,3,462,0,East
40,11,7,1,1,1,1,1,1,2,4,5,1,11,5,?,12,?,1,461,1,South
41,11,6,1,1,1,1,1,1,2,4,5,1,7,1,?,11,?,?,660,1,South
42,12,6,1,1,0,1,1,1,2,4,5,1,7,1,?,12,?,?,659,1,East
43,12,7,0,1,1,1,1,1,2,5,5,1,7,1,?,12,?,?,658,1,North
44,11,7,1,1,1,1,1,1,2,6,5,1,7,1,?,10,?,?,657,1,West
45,10,7,1,1,1,0,1,1,1,6,5,1,7,1,?,10,?,?,656,1,West
46,10,8,1,1,1,1,1,1,1,6,5,1,7,1,?,11,?,?,655,1,North
47,10,9,1,1,1,1,1,1,2,6,5,1,7,1,?,11,?,?,654,1,North
48,9,9,0,1,1,1,1,1,2,5,5,1,7,1,?,11,?,?,653,1,West
49,8,9,0,1,1,1,1,1,1,5,5,1,7,1,?,11,?,?,652,1,West
50,8,8,1,1,1,1,1,1,1,5,5,1,7,1,?,10,?,?,651,1,South
51,8,7,1,1,0,1,1,1,2,5,5,1,7,1,?,8,?,?,650,1,South
52,8,6,1,0,0,1,1,1,2,4,5,1,7,1,?,8,?,?,649,1,South
53,7,6,1,0,1,1,1,1,2,3,5,1,7,1,?,8,?,?,648,1,West
54,6,6,1,1,1,1,1,1,2,4,5,1,7,1,?,6,?,?,647,1,West
55,6,5,1,1,0,1,1,1,2,4,5,1,7,1,?,5,?,?,646,1,South
56,6,4,1,0,1,1,1,1,2,4,5,1,7,1,?,4,?,?,645,1,South
57,5,4,1,1,1,1,1,1,1,4,5,1,7,1,?,4,?,?,644,1,West
58,4,4,1,1,1,1,1,1,1,3,5,1,7,1,?,4,?,?,643,1,West
59,3,4,1,1,1,1,1,1,2,3,5,1,7,1,?,2,?,?,642,1,West
60,2,4,1,1,1,1,1,1,2,3,5,1,7,1,?,1,?,?,641,1,West
3,10,12,1,1,1,1,1,13,4,3,8,9,12,3,10,15,5,11,-2,0,East
4,11,12,1,1,1,1,2,13,5,3,9,9,12,3,10,15,5,11,-3,0,East
5,12,12,1,1,1,1,2,14,4,3,10,9,13,3,12,17,5,10,-4,0,East
6,12,13,1,1,1,1,3,14,5,3,10,10,13,3,10,17,5,12,-5,0,North
7,12,14,0,1,1,1,4,14,5,4,10,11,14,3,8,17,5,12,-6,0,North
8,13,14,0,1,1,1,5,14,5,4,10,12,13,3,8,18,5,10,93,0,East
9,14,14,0,1,0,1,5,14,6,4,9,12,13,4,9,18,7,12,92,0,East
10,14,14,0,1,0,1,4,14,7,4,9,12,13,3,10,17,7,13,91,0,East
11,13,14,0,1,1,1,3,14,6,4,8,12,12,3,10,17,7,12,90,0,West
12,12,14,0,1,1,1,2,14,5,4,7,12,12,3,10,17,7,12,89,0,West
13,11,14,0,1,1,1,2,13,5,4,8,12,11,3,10,16,5,12,88,0,West
14,10,14,0,1,1,1,2,14,6,4,8,11,12,3,8,14,5,14,87,0,West
15,9,14,0,1,1,1,3,14,5,4,8,11,13,3,6,14,4,14,86,0,West
16,8,14,0,1,1,1,3,14,5,4,7,11,12,3,5,13,4,14,85,0,West
17,7,14,0,0,1,1,4,14,5,5,7,12,11,3,3,11,2,14,84,0,West
18,6,14,0,0,1,1,3,14,5,6,8,12,11,4,3,9,4,16,83,0,West
19,5,14,0,0,1,1,2,14,5,5,8,13,12,4,3,9,4,16,82,0,West
20,4,14,0,0,1,1,1,14,5,4,8,14,12,5,3,11,4,16,81,0,West
21,3,14,0,1,1,1,1,13,5,4,9,14,12,6,3,12,6,16,80,0,West
22,2,14,0,1,1,1,1,13,5,3,8,14,11,6,2,14,6,17,79,0,West
23,2,13,1,0,1,1,1,1,4,3,7,14,11,6,?,12,6,17,278,0,South
24,2,13,1,0,1,1,1,1,3,3,6,14,11,5,?,11,5,18,277,0,South
25,2,13,1,0,1,1,1,1,3,3,7,14,11,4,?,11,6,19,276,0,South
26,2,14,0,1,1,1,1,1,3,3,7,14,12,4,?,12,5,21,275,0,North
27,3,14,0,1,1,1,1,1,3,4,8,14,12,3,?,10,5,21,274,0,East
28,4,14,0,0,1,1,1,1,3,5,7,14,13,3,?,10,3,21,273,0,East
29,5,14,0,0,1,1,1,1,4,5,7,14,14,3,?,10,2,20,272,0,East
30,6,14,0,0,1,1,1,1,4,5,5,1,14,3,?,11,?,18,471,0,East
31,7,14,0,0,1,1,1,1,4,6,5,1,13,3,?,11,?,16,470,0,East
32,8,14,0,1,1,1,1,1,4,5,5,1,12,3,?,13,?,14,469,0,East
33,8,13,1,1,1,0,1,1,4,5,5,1,11,3,?,12,?,14,468,0,South
34,8,12,1,1,1,1,1,1,4,5,5,1,12,3,?,11,?,12,467,0,South
35,8,11,1,0,1,1,1,1,5,5,5,1,12,4,?,9,?,12,466,0,South
36,9,11,1,0,1,1,1,1,5,6,5,1,13,4,?,9,?,10,465,0,East
37,10,11,1,1,1,1,1,1,5,7,5,1,12,4,?,9,?,8,464,0,East
38,10,10,1,1,1,0,1,1,5,8,5,1,11,4,?,7,?,7,463,0,South
39,10,9,1,1,1,1,1,1,5,8,5,1,11,4,?,6,?,5,462,0,South
40,10,8,1,1,1,1,1,1,5,8,5,1,11,5,?,5,?,3,461,0,South
41,10,7,1,1,1,0,1,1,6,8,5,1,10,5,?,5,?,2,460,0,South
42,11,7,1,1,1,1,1,1,6,7,5,1,10,5,?,5,?,2,459,0,East
43,11,6,1,1,1,1,1,1,5,7,5,1,10,6,?,7,?,2,458,0,South
44,10,6,1,1,1,0,1,1,6,7,5,1,10,5,?,5,?,2,457,0,West
45,10,6,1,1,1,0,1,1,6,8,5,1,11,5,?,6,?,3,456,0,West
46,10,6,1,1,1,0,1,1,7,8,5,1,11,4,?,5,?,2,455,0,West
47,10,5,1,1,1,0,1,1,6,8,5,1,11,5,?,7,?,1,454,1,South
48,11,5,1,1,1,1,1,1,6,8,5,1,7,1,?,8,?,?,653,1,East
49,12,5,1,1,1,1,1,1,5,8,5,1,7,1,?,10,?,?,652,1,East
50,12,6,1,1,0,1,1,1,5,8,5,1,7,1,?,9,?,?,651,1,North
51,11,6,1,1,1,1,1,1,6,8,5,1,7,1,?,7,?,?,650,1,West
