@relation all_data_pacman-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L5

@attribute 'Legal action North' {False,True}
@attribute 'Legal action South' {False,True}
@attribute 'Legal action East' {False,True}
@attribute 'Legal action West' {False,True}
@attribute 'North ghost 1' numeric
@attribute 'South ghost 1' numeric
@attribute 'East ghost 1' numeric
@attribute 'West ghost 1' numeric
@attribute 'North ghost 2' numeric
@attribute 'South ghost 2' numeric
@attribute 'East ghost 2' numeric
@attribute 'West ghost 2' numeric
@attribute 'North ghost 3' numeric
@attribute 'South ghost 3' numeric
@attribute 'East ghost 3' numeric
@attribute 'West ghost 3' numeric
@attribute 'North ghost 4' numeric
@attribute 'South ghost 4' numeric
@attribute 'East ghost 4' numeric
@attribute 'West ghost 4' numeric
@attribute 'Pacman direction' {North,South,East,West,Stop}
@attribute 'Current score' numeric
@attribute 'Future score' numeric

@data
True,True,True,False,3,3,1,?,9,7,7,?,26,28,26,?,36,38,36,?,South,-13,-14
True,True,True,True,3,1,1,3,9,7,7,9,25,27,25,27,34,36,34,36,East,-14,-15
True,True,True,True,2,2,0,2,9,7,7,9,25,27,25,27,35,37,35,37,South,-15,184
True,True,True,True,?,?,?,?,9,7,7,9,24,26,24,26,35,37,35,37,East,184,183
True,False,True,True,?,?,?,?,9,?,7,9,25,?,25,27,36,?,36,38,South,183,182
True,False,True,True,?,?,?,?,7,?,5,7,23,?,23,25,35,?,35,37,East,182,181
True,False,True,True,?,?,?,?,7,?,5,7,23,?,23,25,33,?,33,35,East,181,180
False,False,True,True,?,?,?,?,?,?,5,7,?,?,21,23,?,?,32,34,East,180,179
False,False,True,True,?,?,?,?,?,?,4,6,?,?,19,21,?,?,32,34,East,179,178
True,False,True,True,?,?,?,?,2,?,2,4,17,?,17,19,30,?,30,32,East,178,177
True,True,True,False,?,?,?,?,2,2,0,?,16,18,16,?,30,32,30,?,North,177,376
True,True,True,True,?,?,?,?,?,?,?,?,16,18,16,18,28,30,28,30,East,376,375
True,True,True,True,?,?,?,?,?,?,?,?,15,17,15,17,26,28,26,28,North,375,374
True,True,True,True,?,?,?,?,?,?,?,?,15,17,15,17,26,28,26,28,North,374,373
True,True,True,True,?,?,?,?,?,?,?,?,15,17,15,17,26,28,26,28,North,373,372
True,True,True,True,?,?,?,?,?,?,?,?,14,16,14,16,25,27,25,27,North,372,371
True,True,True,True,?,?,?,?,?,?,?,?,13,15,13,15,23,25,23,25,North,371,370
True,True,True,True,?,?,?,?,?,?,?,?,11,13,11,13,21,23,21,23,North,370,369
True,True,True,True,?,?,?,?,?,?,?,?,11,13,11,13,21,23,21,23,North,369,368
True,True,True,True,?,?,?,?,?,?,?,?,13,13,11,13,21,23,21,23,North,368,367
True,True,True,True,?,?,?,?,?,?,?,?,11,11,9,11,19,21,19,21,East,367,366
False,True,True,True,?,?,?,?,?,?,?,?,?,11,9,11,?,20,18,20,East,366,365
False,False,True,True,?,?,?,?,?,?,?,?,?,?,7,9,?,?,18,20,East,365,364
False,True,True,True,?,?,?,?,?,?,?,?,?,5,5,7,?,19,17,19,East,364,363
True,True,True,False,?,?,?,?,?,?,?,?,7,5,5,?,18,20,18,?,South,363,362
True,True,True,False,?,?,?,?,?,?,?,?,7,5,5,?,18,20,18,?,South,362,361
True,True,True,False,?,?,?,?,?,?,?,?,5,3,5,?,18,20,18,?,South,361,360
True,True,True,False,?,?,?,?,?,?,?,?,5,3,5,?,20,22,20,?,South,360,359
True,True,True,False,?,?,?,?,?,?,?,?,4,2,4,?,21,23,21,?,South,359,358
True,True,True,False,?,?,?,?,?,?,?,?,2,0,2,?,23,25,23,?,South,358,557
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,23,25,23,?,South,557,556
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,21,23,21,?,North,556,555
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,19,21,19,?,North,555,554
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,17,19,17,?,North,554,553
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,15,17,15,?,North,553,552
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,14,16,14,?,North,552,551
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,12,14,12,?,North,551,550
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,14,12,14,North,550,549
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,10,12,10,12,East,549,548
True,True,False,False,?,?,?,?,?,?,?,?,?,?,?,?,9,11,?,?,North,548,547
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,9,9,7,9,North,547,546
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,9,?,7,9,East,546,545
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,7,?,5,7,East,545,544
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,5,5,3,5,East,544,543
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,3,1,3,East,543,542
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,2,0,2,East,542,541
True,True,False,False,19,17,?,?,24,22,?,?,29,27,?,?,29,29,?,?,South,-1,-2
True,True,True,False,19,17,19,?,23,21,21,?,29,27,27,?,30,28,28,?,South,-2,-3
True,True,True,False,17,15,17,?,22,20,20,?,27,25,25,?,29,29,27,?,South,-3,-4
True,True,True,False,16,14,16,?,22,20,20,?,27,25,25,?,28,30,28,?,South,-4,-5
True,True,False,False,14,12,?,?,20,18,?,?,25,23,?,?,28,28,?,?,South,-5,-6
True,True,True,False,12,10,12,?,19,17,17,?,23,23,21,?,30,30,28,?,South,-6,-7
True,True,False,False,12,10,?,?,17,15,?,?,23,25,?,?,28,30,?,?,South,-7,-8
True,True,False,False,11,9,?,?,16,14,?,?,25,27,?,?,28,30,?,?,South,-8,-9
True,True,False,False,9,7,?,?,16,14,?,?,26,28,?,?,28,30,?,?,South,-9,-10
True,True,False,False,9,7,?,?,15,13,?,?,27,29,?,?,29,31,?,?,South,-10,-11
True,True,False,False,8,6,?,?,13,11,?,?,29,31,?,?,30,32,?,?,South,-11,-12
True,True,True,False,6,6,4,?,12,12,10,?,29,31,29,?,31,33,31,?,South,-12,-13
False,True,True,True,?,4,2,4,?,11,9,11,?,29,27,29,?,33,31,33,East,-13,-14
True,True,True,True,2,4,4,4,11,11,9,11,29,29,27,29,31,31,29,31,East,-14,-15
True,True,True,False,2,4,2,?,11,9,9,?,31,29,29,?,33,31,31,?,North,-15,-16
True,True,True,False,1,3,1,?,12,10,10,?,33,31,31,?,35,33,33,?,North,-16,-17
True,True,True,False,3,1,1,?,14,12,12,?,33,31,31,?,37,35,35,?,North,-17,-18
True,True,True,False,2,2,0,?,12,10,10,?,33,31,31,?,37,35,35,?,South,-18,181
True,True,True,True,?,?,?,?,12,10,10,12,33,31,31,33,36,34,34,36,East,181,180
True,True,True,True,?,?,?,?,12,10,10,12,31,29,29,31,34,32,32,34,South,180,179
True,True,True,True,?,?,?,?,10,10,8,10,29,29,27,29,32,32,30,32,South,179,178
True,True,True,True,?,?,?,?,8,8,6,8,27,27,25,27,30,30,28,30,East,178,177
True,False,True,True,?,?,?,?,6,?,4,6,27,?,25,27,30,?,28,30,East,177,176
False,False,True,True,?,?,?,?,?,?,4,6,?,?,24,26,?,?,28,30,East,176,175
True,True,True,True,?,?,?,?,6,4,4,6,22,24,22,24,26,28,26,28,East,175,174
True,True,True,False,?,?,?,?,4,2,2,?,22,24,22,?,26,28,26,?,South,174,173
True,True,True,False,?,?,?,?,2,2,0,?,23,25,23,?,27,29,27,?,South,173,372
True,True,True,True,?,?,?,?,?,?,?,?,21,23,21,23,25,27,25,27,East,372,371
True,True,True,True,?,?,?,?,?,?,?,?,21,23,21,23,23,25,23,25,North,371,370
True,True,True,True,?,?,?,?,?,?,?,?,21,23,21,23,23,25,23,25,North,370,369
True,True,True,True,?,?,?,?,?,?,?,?,20,22,20,22,22,24,22,24,North,369,368
True,True,True,True,?,?,?,?,?,?,?,?,18,20,18,20,22,24,22,24,North,368,367
True,True,True,True,?,?,?,?,?,?,?,?,18,20,18,20,22,24,22,24,North,367,366
True,True,True,True,?,?,?,?,?,?,?,?,18,20,18,20,21,23,21,23,North,366,365
True,True,True,True,?,?,?,?,?,?,?,?,17,19,17,19,21,23,21,23,North,365,364
True,True,True,True,?,?,?,?,?,?,?,?,18,18,16,18,22,22,20,22,North,364,363
True,True,True,True,?,?,?,?,?,?,?,?,16,16,14,16,20,22,20,22,East,363,362
False,True,True,True,?,?,?,?,?,?,?,?,?,15,13,15,?,20,18,20,East,362,361
False,False,True,True,?,?,?,?,?,?,?,?,?,?,13,15,?,?,17,19,East,361,360
False,True,True,True,?,?,?,?,?,?,?,?,?,11,11,13,?,17,15,17,East,360,359
True,True,True,False,?,?,?,?,?,?,?,?,13,11,11,?,15,17,15,?,South,359,358
True,True,True,False,?,?,?,?,?,?,?,?,12,10,10,?,15,17,15,?,South,358,357
True,True,True,False,?,?,?,?,?,?,?,?,12,10,10,?,16,18,16,?,South,357,356
True,True,True,False,?,?,?,?,?,?,?,?,11,9,9,?,18,20,18,?,South,356,355
True,True,True,False,?,?,?,?,?,?,?,?,10,8,8,?,20,22,20,?,South,355,354
True,True,True,False,?,?,?,?,?,?,?,?,9,7,7,?,20,22,20,?,South,354,353
True,True,True,False,?,?,?,?,?,?,?,?,9,7,7,?,20,22,20,?,South,353,352
True,True,True,False,?,?,?,?,?,?,?,?,7,5,5,?,21,23,21,?,South,352,351
True,False,True,False,?,?,?,?,?,?,?,?,6,?,4,?,23,?,23,?,South,351,350
True,False,True,True,?,?,?,?,?,?,?,?,5,?,3,5,23,?,25,25,East,350,349
True,False,True,True,?,?,?,?,?,?,?,?,3,?,1,3,25,?,27,25,East,349,348
True,False,True,True,?,?,?,?,?,?,?,?,1,?,1,3,26,?,28,26,East,348,347
False,True,True,True,?,?,?,?,?,?,?,?,?,3,1,3,?,26,26,24,North,347,346
True,True,True,True,?,?,?,?,?,?,?,?,2,2,0,2,24,26,24,24,East,346,545
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,22,24,22,24,East,545,544
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,22,24,22,24,North,544,543
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,22,20,22,North,543,542
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,22,20,22,East,542,541
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,20,18,20,East,541,540
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17,19,East,540,539
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17,19,East,539,538
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,16,18,18,18,East,538,537
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,15,17,17,?,North,537,536
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,13,15,15,15,North,536,535
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,11,13,13,?,North,535,534
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,11,11,11,9,North,534,533
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,11,?,11,9,West,533,532
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,8,West,532,531
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,6,?,8,8,West,531,530
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,6,8,?,8,North,530,529
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,6,8,?,8,North,529,528
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,5,7,?,7,North,528,527
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,3,5,?,5,North,527,526
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,3,5,5,?,North,526,525
True,True,False,False,20,18,?,?,24,22,?,?,29,27,?,?,29,29,?,?,South,-1,-2
True,True,True,False,20,18,20,?,22,20,20,?,29,27,27,?,30,28,28,?,South,-2,-3
True,True,True,False,18,16,18,?,22,20,20,?,28,26,26,?,28,28,26,?,South,-3,-4
True,True,True,False,16,14,16,?,20,18,18,?,28,26,26,?,28,30,28,?,South,-4,-5
True,True,False,False,14,12,?,?,18,16,?,?,28,26,?,?,29,29,?,?,South,-5,-6
True,True,True,False,12,10,12,?,18,16,16,?,27,27,25,?,30,30,28,?,South,-6,-7
True,True,False,False,12,10,?,?,17,15,?,?,25,27,?,?,29,31,?,?,South,-7,-8
True,True,False,False,10,8,?,?,15,13,?,?,27,29,?,?,30,32,?,?,South,-8,-9
True,True,False,False,9,7,?,?,14,12,?,?,27,29,?,?,31,33,?,?,South,-9,-10
True,True,False,False,8,6,?,?,12,10,?,?,29,31,?,?,32,34,?,?,South,-10,-11
True,True,False,False,7,5,?,?,12,10,?,?,29,31,?,?,33,35,?,?,South,-11,-12
True,True,True,False,5,5,3,?,12,10,10,?,29,31,29,?,33,35,33,?,South,-12,-13
False,True,True,True,?,3,1,3,?,8,8,10,?,31,29,31,?,35,33,35,East,-13,-14
True,True,True,True,1,3,1,3,8,6,6,8,30,30,28,30,33,33,31,33,East,-14,-15
True,True,True,False,3,3,1,?,8,6,6,?,30,28,28,?,33,31,31,?,North,-15,-16
True,True,True,True,2,2,0,2,7,5,5,7,28,26,26,28,33,31,31,33,East,-16,183
True,True,True,True,?,?,?,?,6,4,6,6,26,24,24,26,32,30,30,32,East,183,182
True,True,True,True,?,?,?,?,5,3,5,5,24,24,22,24,30,30,28,30,South,182,181
True,True,False,True,?,?,?,?,4,2,?,4,24,26,?,26,29,31,?,31,South,181,180
True,True,False,True,?,?,?,?,3,1,?,3,25,27,?,27,29,31,?,31,South,180,379
True,False,True,True,?,?,?,?,?,?,?,?,27,?,27,29,29,?,29,31,South,379,378
True,True,False,True,?,?,?,?,?,?,?,?,27,29,?,29,27,29,?,29,North,378,377
True,True,False,True,?,?,?,?,?,?,?,?,25,27,?,27,25,27,?,27,North,377,376
True,True,True,True,?,?,?,?,?,?,?,?,25,25,23,25,27,27,25,27,North,376,375
True,False,True,True,?,?,?,?,?,?,?,?,23,?,21,23,25,?,23,25,East,375,374
False,False,True,True,?,?,?,?,?,?,?,?,?,?,21,23,?,?,21,23,East,374,373
True,True,True,True,?,?,?,?,?,?,?,?,20,22,20,22,21,23,21,23,East,373,372
True,True,True,False,?,?,?,?,?,?,?,?,20,22,20,?,21,23,21,?,North,372,371
True,True,True,False,?,?,?,?,?,?,?,?,19,21,19,?,21,23,21,?,North,371,370
True,True,True,False,?,?,?,?,?,?,?,?,19,21,19,?,19,21,19,?,North,370,369
True,True,True,False,?,?,?,?,?,?,?,?,17,19,17,?,19,21,19,?,North,369,368
True,True,True,False,?,?,?,?,?,?,?,?,15,17,15,?,19,21,19,?,North,368,367
True,True,True,True,?,?,?,?,?,?,?,?,17,17,15,17,19,19,17,19,North,367,366
True,True,True,True,?,?,?,?,?,?,?,?,15,15,13,15,19,19,17,19,East,366,365
True,True,True,True,?,?,?,?,?,?,?,?,13,13,11,13,19,19,17,19,East,365,364
False,True,True,True,?,?,?,?,?,?,?,?,?,11,9,11,?,17,15,17,East,364,363
False,False,True,True,?,?,?,?,?,?,?,?,?,?,9,11,?,?,13,15,East,363,362
False,True,True,True,?,?,?,?,?,?,?,?,?,9,9,11,?,15,13,15,East,362,361
True,True,True,False,?,?,?,?,?,?,?,?,11,9,9,?,14,16,14,?,South,361,360
True,True,True,False,?,?,?,?,?,?,?,?,11,9,9,?,14,16,14,?,South,360,359
True,True,True,False,?,?,?,?,?,?,?,?,11,9,9,?,16,18,16,?,South,359,358
True,True,True,False,?,?,?,?,?,?,?,?,9,7,7,?,17,19,17,?,South,358,357
True,True,True,False,?,?,?,?,?,?,?,?,7,5,5,?,19,21,19,?,South,357,356
True,True,True,False,?,?,?,?,?,?,?,?,7,5,5,?,19,21,19,?,South,356,355
True,True,True,False,?,?,?,?,?,?,?,?,6,4,4,?,19,21,19,?,South,355,354
True,True,True,False,?,?,?,?,?,?,?,?,6,6,4,?,21,23,21,?,South,354,353
True,True,True,True,?,?,?,?,?,?,?,?,4,4,2,4,19,21,21,21,East,353,352
False,True,True,True,?,?,?,?,?,?,?,?,?,2,0,2,?,23,23,21,East,352,551
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,24,24,22,East,551,550
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,23,23,21,West,550,549
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,20,22,22,22,West,549,548
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,20,22,?,22,North,548,547
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,19,21,21,21,North,547,546
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,17,19,?,19,North,546,545
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,17,19,19,19,North,545,544
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,15,17,?,17,North,544,543
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,15,17,15,17,North,543,542
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,13,15,13,15,North,542,541
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,11,13,11,13,North,541,540
True,True,False,False,?,?,?,?,?,?,?,?,?,?,?,?,10,12,?,?,North,540,539
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,10,10,8,10,North,539,538
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,9,?,7,9,East,538,537
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,7,?,5,7,East,537,536
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,7,7,5,7,East,536,535
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3,5,East,535,534
True,True,False,False,19,17,?,?,24,22,?,?,29,27,?,?,29,29,?,?,South,-1,-2
True,True,True,False,18,16,18,?,24,22,22,?,27,25,25,?,30,28,28,?,South,-2,-3
True,True,True,False,17,15,17,?,23,21,21,?,27,25,25,?,29,29,27,?,South,-3,-4
True,True,True,False,17,15,17,?,21,19,19,?,25,23,23,?,27,29,27,?,South,-4,-5
True,True,False,False,16,14,?,?,19,17,?,?,25,23,?,?,28,28,?,?,South,-5,-6
True,True,True,False,16,14,16,?,17,15,15,?,24,24,22,?,30,30,28,?,South,-6,-7
True,True,False,False,14,12,?,?,15,13,?,?,24,26,?,?,28,30,?,?,South,-7,-8
True,True,False,False,12,10,?,?,13,11,?,?,24,26,?,?,29,31,?,?,South,-8,-9
True,True,False,False,11,9,?,?,13,11,?,?,25,27,?,?,30,32,?,?,South,-9,-10
True,True,False,False,10,8,?,?,11,9,?,?,27,29,?,?,32,34,?,?,South,-10,-11
True,True,False,False,9,7,?,?,9,7,?,?,27,29,?,?,32,34,?,?,South,-11,-12
True,True,True,False,7,7,5,?,9,9,7,?,29,31,29,?,34,36,34,?,South,-12,-13
False,True,True,True,?,7,5,7,?,9,7,9,?,29,27,29,?,34,32,34,East,-13,-14
True,True,True,True,5,7,5,7,8,8,6,8,29,29,27,29,33,33,31,33,East,-14,-15
True,True,True,False,3,5,3,?,8,6,6,?,30,28,28,?,35,33,33,?,North,-15,-16
True,True,True,False,3,5,3,?,9,7,7,?,32,30,30,?,36,34,34,?,North,-16,-17
True,True,True,False,5,3,3,?,11,9,9,?,32,30,30,?,37,35,35,?,North,-17,-18
True,True,True,False,3,3,1,?,9,7,7,?,32,30,30,?,36,34,34,?,South,-18,181
True,True,True,True,?,?,?,?,9,7,7,9,30,28,28,30,34,32,32,34,East,181,180
True,True,True,True,?,?,?,?,9,7,7,9,30,28,28,30,34,32,32,34,South,180,179
True,True,True,True,?,?,?,?,9,9,7,9,29,29,27,29,32,32,30,32,South,179,178
True,True,True,True,?,?,?,?,9,9,7,9,27,27,25,27,30,30,28,30,East,178,177
True,False,True,True,?,?,?,?,7,?,5,7,26,?,24,26,30,?,28,30,East,177,176
False,False,True,True,?,?,?,?,?,?,3,5,?,?,22,24,?,?,27,29,East,176,175
True,True,True,True,?,?,?,?,1,3,1,3,21,23,21,23,27,29,27,29,East,175,174
True,True,True,False,?,?,?,?,2,2,0,?,20,22,20,?,25,27,25,?,North,174,373
True,True,True,True,?,?,?,?,?,?,?,?,19,21,19,21,25,27,25,27,East,373,372
True,True,True,True,?,?,?,?,?,?,?,?,18,20,18,20,24,26,24,26,North,372,371
True,True,True,True,?,?,?,?,?,?,?,?,16,18,16,18,23,25,23,25,North,371,370
True,True,True,True,?,?,?,?,?,?,?,?,16,18,16,18,22,24,22,24,North,370,369
True,True,True,True,?,?,?,?,?,?,?,?,14,16,14,16,20,22,20,22,North,369,368
True,True,True,True,?,?,?,?,?,?,?,?,14,14,12,14,22,22,20,22,North,368,367
True,True,True,True,?,?,?,?,?,?,?,?,12,12,10,12,20,20,18,20,East,367,366
False,True,True,True,?,?,?,?,?,?,?,?,?,12,10,12,?,19,17,19,East,366,365
False,False,True,True,?,?,?,?,?,?,?,?,?,?,10,12,?,?,15,17,East,365,364
False,True,True,True,?,?,?,?,?,?,?,?,?,8,8,10,?,17,15,17,East,364,363
True,True,True,False,?,?,?,?,?,?,?,?,9,7,7,?,16,18,16,?,South,363,362
True,True,True,False,?,?,?,?,?,?,?,?,7,5,5,?,18,20,18,?,South,362,361
True,True,True,False,?,?,?,?,?,?,?,?,7,5,5,?,18,20,18,?,South,361,360
True,True,True,False,?,?,?,?,?,?,?,?,7,5,5,?,18,20,18,?,South,360,359
True,True,True,False,?,?,?,?,?,?,?,?,7,5,5,?,20,22,20,?,South,359,358
True,True,True,False,?,?,?,?,?,?,?,?,5,5,3,?,21,23,21,?,South,358,357
True,True,True,True,?,?,?,?,?,?,?,?,5,5,3,5,20,22,22,22,East,357,356
False,False,True,True,?,?,?,?,?,?,?,?,?,?,3,5,?,?,22,20,East,356,355
False,False,True,True,?,?,?,?,?,?,?,?,?,?,1,3,?,?,23,21,East,355,354
False,True,True,True,?,?,?,?,?,?,?,?,?,1,1,3,?,24,22,22,East,354,353
True,True,True,False,?,?,?,?,?,?,?,?,2,2,0,?,23,25,23,?,South,353,552
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,21,23,21,23,East,552,551
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,21,19,21,North,551,550
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,21,19,21,East,550,549
False,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,20,18,20,East,549,548
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,18,20,East,548,547
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17,19,East,547,546
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,15,17,17,17,East,546,545
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,13,15,15,?,North,545,544
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,12,14,14,14,North,544,543
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,12,14,14,?,North,543,542
True,True,True,True,?,?,?,?,?,?,?,?,?,?,?,?,14,14,14,12,North,542,541
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,12,?,12,10,West,541,540
False,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,8,West,540,539
True,False,True,True,?,?,?,?,?,?,?,?,?,?,?,?,7,?,9,9,West,539,538
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,7,9,?,9,North,538,537
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,7,9,?,9,North,537,536
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,6,8,?,8,North,536,535
True,True,False,True,?,?,?,?,?,?,?,?,?,?,?,?,5,7,?,7,North,535,534
True,True,True,False,?,?,?,?,?,?,?,?,?,?,?,?,5,5,3,?,North,534,533
True,True,False,False,20,18,?,?,24,22,?,?,29,27,?,?,29,29,?,?,South,-1,-2
True,True,True,False,19,17,19,?,22,20,20,?,27,25,25,?,30,28,28,?,South,-2,-3
True,True,True,False,18,16,18,?,22,20,20,?,27,25,25,?,29,29,27,?,South,-3,-4
True,True,True,False,17,15,17,?,21,19,19,?,25,23,23,?,28,30,28,?,South,-4,-5
True,True,False,False,17,15,?,?,20,18,?,?,24,22,?,?,29,29,?,?,South,-5,-6
True,True,True,False,16,14,16,?,19,17,17,?,24,24,22,?,30,30,28,?,South,-6,-7
True,True,False,False,14,12,?,?,18,16,?,?,24,26,?,?,29,31,?,?,South,-7,-8
True,True,False,False,12,10,?,?,16,14,?,?,26,28,?,?,30,32,?,?,South,-8,-9
True,True,False,False,12,10,?,?,16,14,?,?,27,29,?,?,30,32,?,?,South,-9,-10
True,True,False,False,12,10,?,?,14,12,?,?,27,29,?,?,31,33,?,?,South,-10,-11
True,True,False,False,10,8,?,?,14,12,?,?,29,31,?,?,33,35,?,?,South,-11,-12
True,True,True,False,8,8,6,?,12,12,10,?,31,33,31,?,34,36,34,?,South,-12,-13
False,True,True,True,?,6,4,6,?,11,9,11,?,31,29,31,?,35,33,35,East,-13,-14
True,True,True,True,2,4,2,4,9,9,7,9,29,29,27,29,33,33,31,33,East,-14,-15
True,True,True,False,4,2,2,?,9,7,7,?,31,29,29,?,33,31,31,?,North,-15,-16
True,True,True,True,4,2,2,4,7,7,5,7,29,29,27,29,32,32,30,32,South,-16,-17
True,True,True,True,3,3,1,3,5,7,5,7,29,31,29,31,32,34,32,34,South,-17,-18
True,True,True,True,2,2,0,2,3,5,3,5,27,29,27,29,32,34,32,34,East,-18,181
True,True,False,True,?,?,?,?,1,3,?,3,26,28,?,28,31,33,?,33,East,181,380
True,True,True,True,?,?,?,?,?,?,?,?,28,28,26,28,31,31,29,31,North,380,379
True,False,True,True,?,?,?,?,?,?,?,?,26,?,24,26,31,?,29,31,East,379,378
False,False,True,True,?,?,?,?,?,?,?,?,?,?,24,26,?,?,27,29,East,378,377
True,True,True,True,?,?,?,?,?,?,?,?,24,26,24,26,25,27,25,27,East,377,376
True,True,True,False,?,?,?,?,?,?,?,?,24,26,24,?,23,25,23,?,North,376,375
True,True,True,False,?,?,?,?,?,?,?,?,24,26,24,?,23,25,23,?,North,375,374
True,True,True,False,?,?,?,?,?,?,?,?,24,26,24,?,21,23,21,?,North,374,373
True,True,True,False,?,?,?,?,?,?,?,?,23,25,23,?,21,23,21,?,North,373,372
True,True,True,False,?,?,?,?,?,?,?,?,22,24,22,?,19,21,19,?,North,372,371
True,True,True,True,?,?,?,?,?,?,?,?,22,22,20,22,21,21,19,21,North,371,370
True,True,True,True,?,?,?,?,?,?,?,?,20,20,18,20,20,20,18,20,East,370,369
True,True,True,True,?,?,?,?,?,?,?,?,20,20,18,20,18,18,16,18,East,369,368
False,True,True,True,?,?,?,?,?,?,?,?,?,19,17,19,?,17,15,17,East,368,367
False,False,True,True,?,?,?,?,?,?,?,?,?,?,17,19,?,?,14,16,East,367,366
False,True,True,True,?,?,?,?,?,?,?,?,?,17,17,19,?,16,14,16,East,366,365
True,True,True,True,?,?,?,?,?,?,?,?,19,17,17,19,12,14,12,14,East,365,364
True,True,False,False,?,?,?,?,?,?,?,?,21,19,?,?,10,12,?,?,North,364,363
True,True,True,True,?,?,?,?,?,?,?,?,22,20,20,22,12,12,10,12,North,363,362
True,False,True,True,?,?,?,?,?,?,?,?,21,?,19,21,12,?,10,12,East,362,361
True,False,True,True,?,?,?,?,?,?,?,?,21,?,19,21,10,?,8,10,East,361,360
True,True,True,True,?,?,?,?,?,?,?,?,19,17,17,19,10,10,8,10,East,360,359
